"1411 - Kabinet predsednika vlade, verzija: 8"												
	"Proračunska postavka"		"Podkonto"		"Element"		"Namen porabe"		"Količina"	"Cena enote (EUR)"	"Vrednost (EUR)"	"Opomba"
	"5656"	"Materialni stroški"	402941	"Izdatki za izobraževanje zaposlenih z informacijskega področja"	440001	"Izvajanje strokovnega izobraževanja"	44	"Izobraževanje (na daljavo, uporabnikov, specialistično)"	1	8000	8000	
	"5661"	"Investicije in investicijsko vzdrževanje državnih organov"	420202	"Nakup strojne računalniške opreme"	10002	"Standardni osebni računalnik"	1	"Osebni računalniki"	40	555	22200	
	"5661"	"Investicije in investicijsko vzdrževanje državnih organov"	420202	"Nakup strojne računalniške opreme"	50003	"Montažni (stropni, stenski,...) video prikazovalniki"	5	"Prezentacijska oprema"	2	1500	3000	
	"5661"	"Investicije in investicijsko vzdrževanje državnih organov"	420202	"Nakup strojne računalniške opreme"	60002	"Laserski tiskalniki"	6	"Tiskalniška oprema"	5	2500	12500	"Mrežni"
	"5661"	"Investicije in investicijsko vzdrževanje državnih organov"	420202	"Nakup strojne računalniške opreme"	60002	"Laserski tiskalniki"	6	"Tiskalniška oprema"	9	500	4500	"Osebni"
	"5661"	"Investicije in investicijsko vzdrževanje državnih organov"	420202	"Nakup strojne računalniške opreme"	60002	"Laserski tiskalniki"	6	"Tiskalniška oprema"	2	2500	5000	"Barvni"
	"5661"	"Investicije in investicijsko vzdrževanje državnih organov"	420202	"Nakup strojne računalniške opreme"	70003	"Optični čitalnik  A4 s podajalcem"	7	"Optični čitalniki"	2	2500	5000	"Mrežni"
	"5661"	"Investicije in investicijsko vzdrževanje državnih organov"	420202	"Nakup strojne računalniške opreme"	70003	"Optični čitalnik  A4 s podajalcem"	7	"Optični čitalniki"	3	1457	4371	
	"5661"	"Investicije in investicijsko vzdrževanje državnih organov"	420202	"Nakup strojne računalniške opreme"	120001	"L2/L3/L4 Stikalna oprema "	12	"Aktivna mrežna oprema"	2	5000	10000	
	"5661"	"Investicije in investicijsko vzdrževanje državnih organov"	420202	"Nakup strojne računalniške opreme"	240005	"Sistem NAS nad 2 TB"	24	"Sistemi za shranjevanje podatkov"	1	30000	30000	
	"5661"	"Investicije in investicijsko vzdrževanje državnih organov"	420202	"Nakup strojne računalniške opreme"	250004	"UPS do 240 KVA"	25	"Sistemi za neprekinjeno napajanje"	2	2000	4000	
	"5661"	"Investicije in investicijsko vzdrževanje državnih organov"	420222	"Nakup strežnikov in diskovnih sistemov"	190009	"Strežnik baziran na strežniških rezinah"	19	"Visoko zmogljivi in razpoložljivi eno- ali več procesorski strežniki,  ter delovne postaje posebnega pomena"	5	16000	80000	
	"5661"	"Investicije in investicijsko vzdrževanje državnih organov"	420238	"Nakup telekomunikacijske opreme"	30005	"Ostalo"	3	"Ročni računalniki"	15	100	1500	
	"5661"	"Investicije in investicijsko vzdrževanje državnih organov"	420301	"Nakup drugih osnovnih sredstev"	350005	"Vzdrževanje in podpora informacijskih sistemov"	35	"Vzdrževanje in podpora"	1	40000	40000	
	"5661"	"Investicije in investicijsko vzdrževanje državnih organov"	420703	"Nakup licenčne programske opreme"	310005	"Vzdrževanje licenčne programske opreme"	31	"vzdrževanje licenc"	2	70000	140000	"Licence ORACLE"
	"5661"	"Investicije in investicijsko vzdrževanje državnih organov"	420703	"Nakup licenčne programske opreme"	310007	"Vzdrževanje licenčne programske opreme s pravico do popravkov, varnostnih popravkov, nadgradenj in novih verzij"	31	"vzdrževanje licenc"	2	365	730	"IPIS in IBON"
	"5661"	"Investicije in investicijsko vzdrževanje državnih organov"	420704	"Nakup druge (nelicenčne) programske opreme"	370001	"Razvoj IS"	37	"Razvoj in implementacija"	1	16000	16000	
	"5687"	"Sodelovanje v evropskem raziskovalnem prostoru"	420202	"Nakup strojne računalniške opreme"	20001	"Standardni prenosni računalnik"	2	"Prenosni računalniki"	15	1500	22500	
	"5687"	"Sodelovanje v evropskem raziskovalnem prostoru"	420202	"Nakup strojne računalniške opreme"	40004	"LCD zaslon 23"""	4	"Računalniški zasloni"	40	210	8400	
	"7586"	"Tehnična pomoč ESRR - 07-13 - EU"	420202	"Nakup strojne računalniške opreme"	10002	"Standardni osebni računalnik"	1	"Osebni računalniki"	3	555	1665	
	"7586"	"Tehnična pomoč ESRR - 07-13 - EU"	420202	"Nakup strojne računalniške opreme"	40004	"LCD zaslon 23"""	4	"Računalniški zasloni"	3	210	630	
"Skupaj (EUR):"	74484											
												
"3212 - Urad za meroslovje, verzija: 6"												
	"Proračunska postavka"		"Podkonto"		"Element"		"Namen porabe"		"Količina"	"Cena enote (EUR)"	"Vrednost (EUR)"	"Opomba"
	"5760"	"Materialni stroški"	402007	"Računalniške storitve"	350005	"Vzdrževanje in podpora informacijskih sistemov"	35	"Vzdrževanje in podpora"	1	23000	23000	
	"5760"	"Materialni stroški"	402515	"Tekoče vzdrževanje strojne računalniške opreme"	400001	"Osebni računalniki"	40	"Vzdrževanje strojne opreme"	1	2500	2500	
	"5760"	"Materialni stroški"	402515	"Tekoče vzdrževanje strojne računalniške opreme"	400002	"Prenosni računalniki"	40	"Vzdrževanje strojne opreme"	1	2500	2500	
	"5760"	"Materialni stroški"	402515	"Tekoče vzdrževanje strojne računalniške opreme"	400004	"Računalniški zasloni"	40	"Vzdrževanje strojne opreme"	1	1000	1000	
	"5760"	"Materialni stroški"	402515	"Tekoče vzdrževanje strojne računalniške opreme"	400006	"Tiskalniška oprema"	40	"Vzdrževanje strojne opreme"	1	1000	1000	
	"5761"	"Investicije in investicijsko vzdrževanje državnih organov"	420202	"Nakup strojne računalniške opreme"	10002	"Standardni osebni računalnik"	1	"Osebni računalniki"	15	700	10500	
	"5761"	"Investicije in investicijsko vzdrževanje državnih organov"	420202	"Nakup strojne računalniške opreme"	10004	"Ostalo"	1	"Osebni računalniki"	1	1000	1000	"nepredvidena nabava za primere dodatnih okvar izven planiranih zamenjav"
	"5761"	"Investicije in investicijsko vzdrževanje državnih organov"	420202	"Nakup strojne računalniške opreme"	20001	"Standardni prenosni računalnik"	2	"Prenosni računalniki"	4	1000	4000	
	"5761"	"Investicije in investicijsko vzdrževanje državnih organov"	420202	"Nakup strojne računalniške opreme"	20003	"Ostalo"	2	"Prenosni računalniki"	1	200	200	"port replikator"
	"5761"	"Investicije in investicijsko vzdrževanje državnih organov"	420202	"Nakup strojne računalniške opreme"	20003	"Ostalo"	2	"Prenosni računalniki"	6	250	1500	"baterija za prenosni računalnik"
	"5761"	"Investicije in investicijsko vzdrževanje državnih organov"	420202	"Nakup strojne računalniške opreme"	40002	"LCD zaslon 19"""	4	"Računalniški zasloni"	4	250	1000	
	"5761"	"Investicije in investicijsko vzdrževanje državnih organov"	420202	"Nakup strojne računalniške opreme"	60002	"Laserski tiskalniki"	6	"Tiskalniška oprema"	2	1000	2000	
	"5761"	"Investicije in investicijsko vzdrževanje državnih organov"	420202	"Nakup strojne računalniške opreme"	60003	"Brizgalni tiskalniki"	6	"Tiskalniška oprema"	2	400	800	"prenosni tiskalnik za terensko delo"
	"5761"	"Investicije in investicijsko vzdrževanje državnih organov"	420202	"Nakup strojne računalniške opreme"	60005	"Ostalo"	6	"Tiskalniška oprema"	1	300	300	"tiskalniški strežnik"
	"5761"	"Investicije in investicijsko vzdrževanje državnih organov"	420202	"Nakup strojne računalniške opreme"	250012	"Nadgradnja za UPS"	25	"Sistemi za neprekinjeno napajanje"	1	1000	1000	
	"5761"	"Investicije in investicijsko vzdrževanje državnih organov"	420202	"Nakup strojne računalniške opreme"	400014	"Aktivna mrežna oprema"	40	"Vzdrževanje strojne opreme"	1	500	500	
	"5761"	"Investicije in investicijsko vzdrževanje državnih organov"	420202	"Nakup strojne računalniške opreme"	400015	"Usmerjevalniki"	40	"Vzdrževanje strojne opreme"	1	1000	1000	
	"5761"	"Investicije in investicijsko vzdrževanje državnih organov"	420202	"Nakup strojne računalniške opreme"	400022	"Pasivna mrežna oprema"	40	"Vzdrževanje strojne opreme"	1	500	500	
	"5761"	"Investicije in investicijsko vzdrževanje državnih organov"	420703	"Nakup licenčne programske opreme"	310005	"Vzdrževanje licenčne programske opreme"	31	"vzdrževanje licenc"	1	1700	1700	
	"5761"	"Investicije in investicijsko vzdrževanje državnih organov"	420703	"Nakup licenčne programske opreme"	310007	"Vzdrževanje licenčne programske opreme s pravico do popravkov, varnostnih popravkov, nadgradenj in novih verzij"	31	"vzdrževanje licenc"	1	9000	9000	
"Skupaj (EUR):"	4394352											
												
"3214 - Inšpektorat RS za elektronske komunikacije, elektronsko podpisovanje in pošto, verzija: 1"												
	"Proračunska postavka"		"Podkonto"		"Element"		"Namen porabe"		"Količina"	"Cena enote (EUR)"	"Vrednost (EUR)"	"Opomba"
	"G321403"	"Investicije in investicijsko vzdrževanje državnih organov"	420202	"Nakup strojne računalniške opreme"	20001	"Standardni prenosni računalnik"	2	"Prenosni računalniki"	1	790	790	"Inšpektorat je predvidel, za obnovo dotrajane informacijske tehnologije in voznega parka, v okviru načrta nabave, naslednje nakupe: "
"Za leto 2010"												
"- prenosni računalnik, programska in komunikac.  oprema: 2 x 1045 EUR"												
"- elektr. karti AdriaRoute: 2 x 105 EUR"												
"GSM:                           2 x 100 EUR"												
"- službeni avtomobil 1 x 15.000 EUR"												
"SKUPAJ:  17.500,00 EUR"												
												
	"G321403"	"Investicije in investicijsko vzdrževanje državnih organov"	420704	"Nakup druge (nelicenčne) programske opreme"	160007	"Nadgradnja programske opreme"	16	"Usmerjevalniki"	1	50	50	"Posodobitev City Navigatorja 2008 za Garmina"
"Skupaj (EUR):"	82000											
												
"3311 - Ministrstvo za šolstvo in šport, verzija: 7"												
	"Proračunska postavka"		"Podkonto"		"Element"		"Namen porabe"		"Količina"	"Cena enote (EUR)"	"Vrednost (EUR)"	"Opomba"
	"2397"	"Razvoj in vzdrževanje računalniških aplikacij"	402513	"Tekoče vzdrževanje druge (nelicenčne) programske opreme"	310005	"Vzdrževanje licenčne programske opreme"	31	"vzdrževanje licenc"	1	513580	513580	
	"2397"	"Razvoj in vzdrževanje računalniških aplikacij"	420704	"Nakup druge (nelicenčne) programske opreme"	310008	"Nadgradnja informacijskega sistema na novo verzijo aplikacijskega ali operacijskega sistema ali sistema za upravljanje z zbirko podatkov"	31	"vzdrževanje licenc"	1	1270371	1270371	
	"2398"	"Informatizacija organa"	402510	"Tekoče vzdrževanje komunikacijske opreme"	350003	"Vzdrževanje in podpora komunikacijskega omrežja"	35	"Vzdrževanje in podpora"	1	15000	15000	
	"2398"	"Informatizacija organa"	402514	"Tekoče vzdrževanje licenčne programske opreme"	310006	"Vzdrževanje licenčne programske opreme s pravico do popravkov, varnostnih popravkov in nadgradenj"	31	"vzdrževanje licenc"	1	50000	50000	
	"2398"	"Informatizacija organa"	402514	"Tekoče vzdrževanje licenčne programske opreme"	310007	"Vzdrževanje licenčne programske opreme s pravico do popravkov, varnostnih popravkov, nadgradenj in novih verzij"	31	"vzdrževanje licenc"	1	50000	50000	
	"2398"	"Informatizacija organa"	402515	"Tekoče vzdrževanje strojne računalniške opreme"	350001	"Vzdrževanje in podpora delovnih postaj"	35	"Vzdrževanje in podpora"	1	15000	15000	
	"2398"	"Informatizacija organa"	402515	"Tekoče vzdrževanje strojne računalniške opreme"	350002	"Vzdrževanje in podpora mrežnih storitev"	35	"Vzdrževanje in podpora"	1	15000	15000	
	"2398"	"Informatizacija organa"	402515	"Tekoče vzdrževanje strojne računalniške opreme"	400007	"Optični čitalniki"	40	"Vzdrževanje strojne opreme"	1	10000	10000	
	"2398"	"Informatizacija organa"	402515	"Tekoče vzdrževanje strojne računalniške opreme"	400012	"Strežniki in strežniški sistemi"	40	"Vzdrževanje strojne opreme"	1	40000	40000	
	"2398"	"Informatizacija organa"	402515	"Tekoče vzdrževanje strojne računalniške opreme"	400014	"Aktivna mrežna oprema"	40	"Vzdrževanje strojne opreme"	1	30000	30000	
	"2398"	"Informatizacija organa"	420202	"Nakup strojne računalniške opreme"	10003	"Zmogljivejši osebni računalnik"	1	"Osebni računalniki"	80	1200	96000	
	"2398"	"Informatizacija organa"	420202	"Nakup strojne računalniške opreme"	20002	"Zmogljivejši prenosni računalnik"	2	"Prenosni računalniki"	30	2000	60000	
	"2398"	"Informatizacija organa"	420202	"Nakup strojne računalniške opreme"	40002	"LCD zaslon 19"""	4	"Računalniški zasloni"	50	350	17500	
	"2398"	"Informatizacija organa"	420202	"Nakup strojne računalniške opreme"	60002	"Laserski tiskalniki"	6	"Tiskalniška oprema"	10	1100	11000	
	"2398"	"Informatizacija organa"	420222	"Nakup strežnikov in diskovnih sistemov"	190006	"ätiriprocesorski dvojedrni strežnik"	19	"Visoko zmogljivi in razpoložljivi eno- ali več procesorski strežniki,  ter delovne postaje posebnega pomena"	4	2500	10000	
	"2398"	"Informatizacija organa"	420222	"Nakup strežnikov in diskovnih sistemov"	190008	"Večprocesorski večjedrni strežnik"	19	"Visoko zmogljivi in razpoložljivi eno- ali več procesorski strežniki,  ter delovne postaje posebnega pomena"	4	10000	40000	
	"2398"	"Informatizacija organa"	420222	"Nakup strežnikov in diskovnih sistemov"	190009	"Strežnik baziran na strežniških rezinah"	19	"Visoko zmogljivi in razpoložljivi eno- ali več procesorski strežniki,  ter delovne postaje posebnega pomena"	20	3000	60000	
	"2398"	"Informatizacija organa"	420238	"Nakup telekomunikacijske opreme"	160002	"Usmerjevalnik brezžični"	16	"Usmerjevalniki"	10	300	3000	
	"2398"	"Informatizacija organa"	420806	"Analize, študije in načrti z informacijskega področja"	330001	"Priprava strokovne tehnične dokumentacije"	33	"Razpis"	1	40000	40000	
	"2398"	"Informatizacija organa"	420806	"Analize, študije in načrti z informacijskega področja"	330002	"Priprava pravnih podlag in navodil uporabnikov"	33	"Razpis"	1	20000	20000	
	"2398"	"Informatizacija organa"	420806	"Analize, študije in načrti z informacijskega področja"	360004	"Analiza zahtev za arhitekturo informacijskega sistema"	36	"Analiza, načrtovanje in dokumentiranje"	1	20000	20000	
	"2398"	"Informatizacija organa"	420806	"Analize, študije in načrti z informacijskega področja"	360011	"Načrtovanje poslovnih procesov"	36	"Analiza, načrtovanje in dokumentiranje"	1	38500	38500	
"Skupaj (EUR):"	425380											
												
"3314 - Inšpektorat RS za šolstvo in šport, verzija: 3"												
	"Proračunska postavka"		"Podkonto"		"Element"		"Namen porabe"		"Količina"	"Cena enote (EUR)"	"Vrednost (EUR)"	"Opomba"
	"2434"	"Investicije in investicijsko vzdrževanje državnih organov"	420202	"Nakup strojne računalniške opreme"	20002	"Zmogljivejši prenosni računalnik"	2	"Prenosni računalniki"	10	2100	21000	
	"2434"	"Investicije in investicijsko vzdrževanje državnih organov"	420704	"Nakup druge (nelicenčne) programske opreme"	310006	"Vzdrževanje licenčne programske opreme s pravico do popravkov, varnostnih popravkov in nadgradenj"	31	"vzdrževanje licenc"	1	10900	10900	
"Skupaj (EUR):"	0											
												
"3511 - Ministrstvo za kulturo, verzija: 8"												
	"Proračunska postavka"		"Podkonto"		"Element"		"Namen porabe"		"Količina"	"Cena enote (EUR)"	"Vrednost (EUR)"	"Opomba"
	"2929"	"Investicije in investicijsko vzdrževanje državnih organov"	402007	"Računalniške storitve"	100016	"Ostalo"	10	"Oprema za podporo večpredstavnosti"	1	3000	3000	
	"2929"	"Investicije in investicijsko vzdrževanje državnih organov"	402007	"Računalniške storitve"	310005	"Vzdrževanje licenčne programske opreme"	31	"vzdrževanje licenc"	1	3000	3000	
	"2929"	"Investicije in investicijsko vzdrževanje državnih organov"	402513	"Tekoče vzdrževanje druge (nelicenčne) programske opreme"	310003	"Vzdrževanje kritičnih aplikativnih sistemov"	31	"vzdrževanje licenc"	1	60000	60000	
	"2929"	"Investicije in investicijsko vzdrževanje državnih organov"	420202	"Nakup strojne računalniške opreme"	10002	"Standardni osebni računalnik"	1	"Osebni računalniki"	10	3000	30000	"računalniki in monitorji"
	"2929"	"Investicije in investicijsko vzdrževanje državnih organov"	420222	"Nakup strežnikov in diskovnih sistemov"	400012	"Strežniki in strežniški sistemi"	40	"Vzdrževanje strojne opreme"	1	37189	37189	
	"2929"	"Investicije in investicijsko vzdrževanje državnih organov"	420238	"Nakup telekomunikacijske opreme"	430001	"Zunanje izvajanje nalog iz področja komunikacij"	43	"Zunanje izvajanje nalog"	1	1100	1100	
	"2929"	"Investicije in investicijsko vzdrževanje državnih organov"	420248	"Nakup aktivne mrežne in komunikacijske opreme"	400014	"Aktivna mrežna oprema"	40	"Vzdrževanje strojne opreme"	1	9500	9500	
	"2929"	"Investicije in investicijsko vzdrževanje državnih organov"	420249	"Nakup pasivne mrežne in komunikacijske opreme"	400014	"Aktivna mrežna oprema"	40	"Vzdrževanje strojne opreme"	1	3000	3000	
	"2929"	"Investicije in investicijsko vzdrževanje državnih organov"	420301	"Nakup drugih osnovnih sredstev"	350010	"Vzdrževanje in preizkus naprav za klimatizacijo"	35	"Vzdrževanje in podpora"	1	2000	2000	
